x,World,Asia,Africa,Europe,North America,South America,Oceania
-577.4,140567201,85080148,37712437,24019892,0,0,6610292
-559.0,140567201,85080148,37800372,24081136,0,0,6665013
-540.7,140567201,91245376,37888307,24142380,0,0,6719734
-522.3,145191122,97410604,37976242,24203624,0,0,6774455
-503.9,149815043,103575832,38064177,24264868,0,0,6829176
-485.5,154438964,103575832,38152112,24326112,0,0,6883897
-467.1,159062885,103575832,38240047,24387356,0,0,6938618
-448.7,159062885,103575832,38327982,24448600,0,0,6993339
-430.4,159062885,103575832,38415917,24509844,0,0,7048060
-412.0,159062885,103575832,38503853,24571088,0,0,7102781
-393.6,159062885,103575832,38591788,24632332,0,0,7157502
-375.2,159062885,103575832,38679723,24693576,0,0,7212222
-356.8,165228113,108199753,38767658,24754820,0,0,7266943
-338.4,171393342,112823674,38855593,24816064,0,0,7321664
-320.1,177558570,117447596,38943528,24877308,0,0,7376385
-301.7,177558570,122071517,39031463,24938552,0,0,7431106
-283.3,177558570,122071517,39119398,24999796,0,0,7485827
-264.9,177558570,122071517,39207333,25061040,0,0,7540548
-246.5,177558570,122071517,39295269,25122284,0,0,7595269
-228.1,177558570,122071517,39383204,25183528,0,0,7649990
-209.8,183723798,122071517,39471139,25244772,0,0,7704711
-191.4,189889026,122071517,39559074,25306016,0,0,7759432
-173.0,196054254,122071517,39647009,25367260,0,0,7814153
-154.6,196054254,128236745,39734944,25428504,0,0,7868874
-136.2,196054254,134401973,39822879,25489748,0,0,7923595
-117.8,196054254,140567201,39910814,25550992,0,0,7978316
-99.5,196054254,140567201,39998749,25612236,0,0,8033037
-81.1,196054254,140567201,40086684,25673480,0,0,8087758
-62.7,202219482,140567201,40174620,25734724,0,0,8142479
-44.3,208384710,140567201,40262555,25795968,0,0,8197200
-25.9,214549938,140567201,40350490,25857212,0,0,8251921
-7.5,214549938,140567201,40438425,25918456,0,0,8306642
10.8,214549938,140567201,40526360,25979700,0,0,8361363
29.2,214549938,140567201,40614295,26040944,0,0,8416084
47.6,214549938,140567201,40702230,26102188,0,0,8470805
66.0,214549938,140567201,40790165,26163432,0,0,8525526
84.4,214549938,140567201,40878100,26224676,0,0,8580246
102.8,214549938,140567201,40966036,26285920,0,0,8634967
121.1,214549938,140567201,41053971,26347164,0,0,8689688
139.5,214549938,140567201,41141906,26408408,0,0,8744409
157.9,214549938,140567201,41229841,26469652,0,0,8799130
176.3,214549938,140567201,41317776,26530896,0,0,8853851
194.7,214549938,140567201,41405711,26592140,0,0,8908572
213.1,214549938,140567201,41493646,26653384,0,0,8963293
231.4,214549938,140567201,41581581,26714628,0,0,9018014
249.8,214549938,140567201,41669516,26775872,0,0,9072735
268.2,214549938,140567201,41757452,26837115,0,0,9127456
286.6,214549938,140567201,41845387,26898359,0,0,9182177
305.0,214549938,140567201,41933322,26959603,0,0,9236898
323.4,214549938,140567201,42021257,27020847,0,0,9291619
341.7,214549938,140567201,42109192,27082091,0,0,9346340
360.1,214549938,140567201,42197127,27143335,0,0,9401061
378.5,214549938,140567201,42285062,27204579,0,0,9455782
396.9,214549938,140567201,42372997,27265823,0,0,9510503
415.3,220715166,140567201,42460932,27327067,0,0,9565224
433.7,226880395,140567201,42548867,27388311,0,0,9619945
452.0,233045623,149815043,42636803,27449555,0,0,9674666
470.4,233045623,159062885,42724738,27510799,0,0,9729387
488.8,233045623,159062885,42812673,27572043,0,0,9784108
507.2,233045623,159062885,42900608,27633287,0,0,9838829
525.6,233045623,159062885,42988543,27694531,0,0,9893549
544.0,239210851,159062885,43076478,27755775,0,0,9948270
562.3,245376079,168310727,43164413,27817019,0,0,10002991
580.7,251541307,177558570,43252348,27878263,0,0,10057712
599.1,251541307,177558570,43340283,27939507,0,0,10112433
617.5,251541307,177558570,43428219,28000751,0,0,10167154
635.9,251541307,177558570,43516154,28061995,0,0,10221875
654.3,251541307,177558570,43604089,28123239,0,0,10276596
672.6,251541307,177558570,43692024,28184483,0,0,10331317
691.0,251541307,177558570,43779959,28245727,0,0,10386038
709.4,251541307,177558570,43867894,28306971,0,0,10440759
727.8,256165228,177558570,43955829,28368215,0,0,10495480
746.2,260789149,177558570,44043764,28429459,0,0,10550201
764.6,265413070,177558570,44131699,28490703,0,0,10604922
782.9,270036991,177558570,44219635,28551947,0,0,10659643
801.3,270036991,177558570,44307570,28613191,0,0,10714364
819.7,270036991,177558570,44395505,28674435,0,0,10769085
838.1,270036991,177558570,44483440,28735679,0,0,10823806
856.5,279284834,177558570,44571375,28796923,0,0,10878527
874.9,288532676,177558570,44659310,28858167,0,0,10933248
893.2,288532676,177558570,44747245,28919411,0,0,10987969
911.6,288532676,180641184,44835180,28980655,0,0,11042690
930.0,288532676,183723798,44923115,29041899,0,0,11097411
948.4,294697904,186806412,45011051,29103143,0,0,11097411
966.8,300863132,189889026,45098986,29164387,0,0,11097411
985.2,307028360,192971640,45186921,29225631,0,0,11097411
1003.5,307028360,196054254,45274856,29286875,0,0,11097411
1021.9,325524044,196054254,45362791,29348119,0,0,11097411
1040.3,334771887,214549938,45450726,29409363,0,0,11097411
1058.7,344019729,233045623,45538661,29470607,0,0,11097411
1077.1,362515413,233045623,45626596,29531851,0,0,11097411
1095.5,381011097,251541307,45714531,29593095,0,0,11097411
1113.8,381011097,251541307,45802466,29593095,0,0,11097411
1132.2,399506782,251541307,45890402,29593095,0,0,11097411
1150.6,399506782,251541307,45978337,29593095,0,0,11097411
1169.0,418002466,260789149,46066272,35758323,0,0,11097411
1187.4,418002466,270036991,46154207,41923551,0,0,8785450
1205.8,418002466,270036991,46242142,48088779,0,0,6473490
1224.1,424167694,270036991,46330077,48088779,0,0,4161529
1242.5,430332922,260789149,46418012,48088779,822030,0,1849568
1260.9,436498150,251541307,46505947,48088779,2877106,0,0
1279.3,436498150,251541307,46593882,57336621,4932182,0,0
1297.7,436498150,251541307,46681818,66584464,6987259,0,0
1316.1,436498150,251541307,46769753,57336621,9042335,0,0
1334.4,431874229,251541307,46857688,48088779,11097411,0,0
1352.8,427250308,251541307,46945623,48088779,11097411,0,0
1371.2,422626387,251541307,47033558,48088779,11097411,0,0
1389.6,418002466,251541307,47121493,48088779,11097411,0,0
1408.0,427250308,251541307,47209428,48088779,11097411,0,0
1426.4,436498150,251541307,47297363,48088779,11097411,0,0
1444.7,454993835,270036991,47385298,48088779,11097411,0,0
1463.1,454993835,270036991,47473234,48088779,11097411,0,0
1481.5,473489519,270036991,47561169,48088779,11097411,0,0
1499.9,479654747,288532676,47649104,57336621,11097411,0,0
1518.3,485819975,288532676,47737039,66584464,11097411,0,0
1536.7,491985203,288532676,47824974,66584464,0,0,11097411
1555.0,491985203,307028360,47912909,66584464,0,0,11097411
1573.4,491985203,307028360,48000844,69226704,0,0,11097411
1591.8,491985203,307028360,48088779,71868945,0,0,11097411
1610.2,510480888,325524044,48088779,74511185,0,0,11097411
1628.6,528976572,325524044,48088779,77153426,0,0,11097411
1647.0,528976572,344019729,48088779,79795667,0,0,11097411
1665.3,547472256,344019729,48088779,82437907,0,0,11097411
1683.7,565967941,362515413,50731020,85080148,0,0,11097411
1702.1,602959309,381011097,53373261,103575832,0,0,11097411
1720.5,639950678,418002466,56015501,122071517,0,0,11097411
1738.9,695437731,454993835,58657742,122071517,0,0,11097411
1757.3,769420469,510480888,61299982,140567201,0,0,11097411
1775.6,880394575,584463625,63942223,159062885,0,0,11097411
1794.0,954377312,658446363,66584464,192971640,0,0,11097411
1812.4,1046855734,713933416,66584464,226880395,0,0,11097411
1830.8,1176325524,787916153,85080148,260789149,11097411,0,0
1849.2,1268803946,806411837,85080148,294697904,29593095,0,0
1867.6,1342786683,806411837,103575832,328606658,48088779,0,0
1885.9,1509247842,880394575,211907698,362515413,66584464,11097411,0
1904.3,1731196054,972872996,320239563,418002466,103575832,29593095,0
1922.7,1990135635,1120838471,428571429,454993835,140567201,29593095,0
1941.1,2471023428,1324290999,536903294,528976572,177558570,66584464,4932182
1959.5,3525277435,1842170160,645235159,602959309,270036991,122071517,11097411
1977.9,4709001233,2729963009,753567025,676942047,362515413,196054254,1849568
1996.2,6170160296,3728729963,861898890,713933416,473489519,288532676,0
2014.6,7612823674,4524044390,1268803946,732429100,547472256,381011097,0
